name,key,taxonomic_rank,order,family,genus
Polyporus_umbellatus,5246840,SPECIES,Polyporales,Polyporaceae,Polyporus
Lactarius_mammosus,5248764,SPECIES,Russulales,Russulaceae,Lactarius
Leccinum_piceinum,7942472,SPECIES,Boletales,Boletaceae,Leccinum
Antrodia_heteromorpha,8769312,SPECIES,Polyporales,Fomitopsidaceae,Antrodia
Amanita_rhacopus,10339265,SPECIES,Agaricales,Amanitaceae,Amanita
Boletinus_ampliporus,12183510,SPECIES,Boletales,Suillaceae,Boletinus
Tulasnella_aurantiaca,12202586,SPECIES,Cantharellales,Tulasnellaceae,Tulasnella
Xeromphalina_kauffmanii,2527301,SPECIES,Agaricales,Mycenaceae,Xeromphalina
Cortinarius_pholideus,2528987,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Stropharia_hornemannii,2533365,SPECIES,Agaricales,Strophariaceae,Stropharia
Megacollybia_platyphylla,2537689,SPECIES,Agaricales,Tricholomataceae,Megacollybia
Pycnoporellus_fulgens,2543387,SPECIES,Polyporales,Pycnoporellaceae,Pycnoporellus
Cortinarius_incognitus,3349948,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Boletinus_glandulosus,3558412,SPECIES,Boletales,Suillaceae,Boletinus
Scleroderma_areolatum,5239963,SPECIES,Boletales,Sclerodermataceae,Scleroderma
Agaricus_placomyces,5243506,SPECIES,Agaricales,Agaricaceae,Agaricus
Tricholoma_subluteum,5450618,SPECIES,Agaricales,Tricholomataceae,Tricholoma
Lactarius_affinis,5462733,SPECIES,Russulales,Russulaceae,Lactarius
Lactarius_mucidus,7240104,SPECIES,Russulales,Russulaceae,Lactarius
Hygrophorus_speciosus,7244108,SPECIES,Agaricales,Hygrophoraceae,Hygrophorus
Suillus_luteus,7777157,SPECIES,Boletales,Suillaceae,Suillus
Hymenopellis_megalospora,8088863,SPECIES,Agaricales,Physalacriaceae,Hymenopellis
Fomitiporia_punctata,8669905,SPECIES,Hymenochaetales,Hymenochaetaceae,Fomitiporia
Lactarius_camphoratus,8813286,SPECIES,Russulales,Russulaceae,Lactarius
Craterellus_lutescens,8871787,SPECIES,Cantharellales,Hydnaceae,Craterellus
Hypsizygus_tessulatus,9015458,SPECIES,Agaricales,Lyophyllaceae,Hypsizygus
Agrocybe_pediades,9050242,SPECIES,Agaricales,Strophariaceae,Agrocybe
Trametes_suaveolens,9166502,SPECIES,Polyporales,Polyporaceae,Trametes
Rhodocollybia_butyracea,9217873,SPECIES,Agaricales,Omphalotaceae,Rhodocollybia
Hemileccinum_hortonii,12123495,SPECIES,Boletales,Boletaceae,Hemileccinum
Tulosesus_bisporus,12202930,SPECIES,Agaricales,Psathyrellaceae,Tulosesus
Phellodon_niger,2522192,SPECIES,Thelephorales,Thelephoraceae,Phellodon
Hydnellum_concrescens,2522259,SPECIES,Thelephorales,Bankeraceae,Hydnellum
Leccinum_versipelle,2524490,SPECIES,Boletales,Boletaceae,Leccinum
Cortinarius_angelesianus,2528854,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Conocybe_rugosa,2529907,SPECIES,Agaricales,Bolbitiaceae,Conocybe
Infundibulicybe_gibba,2531146,SPECIES,Agaricales,Tricholomataceae,Infundibulicybe
Pholiota_flammans,2534175,SPECIES,Agaricales,Strophariaceae,Pholiota
Psathyrella_piluliformis,2534836,SPECIES,Agaricales,Psathyrellaceae,Psathyrella
Armillaria_mellea,2536891,SPECIES,Agaricales,Physalacriaceae,Armillaria
Climacocystis_borealis,2542720,SPECIES,Polyporales,Fomitopsidaceae,Climacocystis
Ganoderma_resinaceum,2549683,SPECIES,Polyporales,Polyporaceae,Ganoderma
Xanthoporus_peckianus,2551803,SPECIES,Polyporales,Steccherinaceae,Xanthoporus
Agrocybe_acericola,3344363,SPECIES,Agaricales,Strophariaceae,Agrocybe
Tricholoma_inamoenum,5241716,SPECIES,Agaricales,Tricholomataceae,Tricholoma
Lycoperdon_subincarnatum,5243265,SPECIES,Agaricales,Lycoperdaceae,Lycoperdon
Lichenomphalia_umbellifera,5244016,SPECIES,Agaricales,Hygrophoraceae,Lichenomphalia
Auriscalpium_vulgare,5248458,SPECIES,Russulales,Auriscalpiaceae,Auriscalpium
Tricholoma_subsejunctum,5450097,SPECIES,Agaricales,Tricholomataceae,Tricholoma
Pluteus_granularis,7243374,SPECIES,Agaricales,Pluteaceae,Pluteus
Harrya_chromapes,7432499,SPECIES,Boletales,Boletaceae,Harrya
Gliophorus_irrigatus,8097905,SPECIES,Agaricales,Hygrophoraceae,Gliophorus
Gyroporus_castaneus,9133361,SPECIES,Boletales,Gyroporaceae,Gyroporus
Phellinus_piceinus,2520382,SPECIES,Hymenochaetales,Hymenochaetaceae,Phellinus
Sebacina_incrustans,2522091,SPECIES,Sebacinales,Sebacinaceae,Sebacina
Cortinarius_torvus,2528680,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Cortinarius_croceus,2528948,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Infundibulicybe_squamulosa,2531188,SPECIES,Agaricales,Tricholomataceae,Infundibulicybe
Gymnopilus_penetrans,2533692,SPECIES,Agaricales,Hymenogastraceae,Gymnopilus
Rhodotus_palmatus,2537058,SPECIES,Agaricales,Physalacriaceae,Rhodotus
Lentinellus_cochleatus,2550371,SPECIES,Russulales,Auriscalpiaceae,Lentinellus
Myxarium_nucleatum,2553625,SPECIES,Auriculariales,Hyaloriaceae,Myxarium
Clavulinopsis_laeticolor,5244414,SPECIES,Agaricales,Clavariaceae,Clavulinopsis
Pluteus_longistriatus,5449655,SPECIES,Agaricales,Pluteaceae,Pluteus
Melanoleuca_fumosolutea,5451624,SPECIES,Agaricales,Tricholomataceae,Melanoleuca
Amanita_abrupta,5451697,SPECIES,Agaricales,Amanitaceae,Amanita
Lactarius_hygrophoroides,7240100,SPECIES,Russulales,Russulaceae,Lactarius
Helvellosebacina_concrescens,7516550,SPECIES,Sebacinales,Sebacinaceae,Helvellosebacina
Phellinopsis_conchata,7624816,SPECIES,Hymenochaetales,Hymenochaetaceae,Phellinopsis
Pseudosperma_rimosum,10846389,SPECIES,Agaricales,Inocybaceae,Pseudosperma
Clavariadelphus_ligula,2521387,SPECIES,Gomphales,Clavariadelphaceae,Clavariadelphus
Thelephora_terrestris,11260649,SPECIES,Thelephorales,Thelephoraceae,Thelephora
Alloclavaria_purpurea,2523872,SPECIES,Hymenochaetales,Rickenellaceae,Alloclavaria
Cortinarius_semisanguineus,2529327,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Laccaria_striatula,2530981,SPECIES,Agaricales,Hydnangiaceae,Laccaria
Hebeloma_crustuliniforme,2533043,SPECIES,Agaricales,Hymenogastraceae,Hebeloma
Lepiota_clypeolaria,2535456,SPECIES,Agaricales,Agaricaceae,Lepiota
Clitocybula_familia,2538229,SPECIES,Agaricales,Marasmiaceae,Clitocybula
Meiorganum_curtisii,2540164,SPECIES,Boletales,Paxillaceae,Meiorganum
Russula_decolorans,2551479,SPECIES,Russulales,Russulaceae,Russula
Russula_puellaris,2551562,SPECIES,Russulales,Russulaceae,Russula
Stereum_hirsutum,2553128,SPECIES,Russulales,Stereaceae,Stereum
Exidia_recisa,2553588,SPECIES,Auriculariales,Auriculariaceae,Exidia
Cytidia_salicina,2555844,SPECIES,Corticiales,Vuilleminiaceae,Cytidia
Sphaerobolus_stellatus,5249473,SPECIES,Geastrales,Geastraceae,Sphaerobolus
Boletus_subvelutipes,6015520,SPECIES,Boletales,Boletaceae,Boletus
Cyptotrama_chrysopepla,7961664,SPECIES,Agaricales,Physalacriaceae,Cyptotrama
Neoalbatrellus_caeruleoporus,8166784,SPECIES,Russulales,Albatrellaceae,Neoalbatrellus
Aureoboletus_russellii,9662175,SPECIES,Boletales,Boletaceae,Aureoboletus
Cortinarius_lucorum,9695037,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Fuscopostia_fragilis,10672649,SPECIES,Polyporales,,Fuscopostia
Podofomes_mollis,12210015,SPECIES,Polyporales,Polyporaceae,Podofomes
Hydnellum_peckii,2522210,SPECIES,Thelephorales,Bankeraceae,Hydnellum
Pleurotus_dryinus,2526564,SPECIES,Agaricales,Pleurotaceae,Pleurotus
Mycena_sanguinolenta,2527135,SPECIES,Agaricales,Mycenaceae,Mycena
Inocybe_dulcamara,2528128,SPECIES,Agaricales,Inocybaceae,Inocybe
Cortinarius_flexipes,2529402,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Cortinarius_delibutus,2529412,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Bovista_plumbea,2535193,SPECIES,Agaricales,Lycoperdaceae,Bovista
Leucoagaricus_americanus,2535839,SPECIES,Agaricales,Agaricaceae,Leucoagaricus
Cyanosporus_caesius,2542912,SPECIES,Polyporales,Polyporaceae,Cyanosporus
Jahnoporus_hirtus,2551714,SPECIES,Polyporales,Dacryobolaceae,Jahnoporus
Crepidotus_mollis,5240943,SPECIES,Agaricales,Crepidotaceae,Crepidotus
Tricholoma_terreum,5241808,SPECIES,Agaricales,Tricholomataceae,Tricholoma
Tricholoma_imbricatum,5241858,SPECIES,Agaricales,Tricholomataceae,Tricholoma
Lepista_nuda,5242048,SPECIES,Agaricales,Tricholomataceae,Lepista
Agaricus_campestris,8419100,SPECIES,Agaricales,Agaricaceae,Agaricus
Lactarius_tabidus,5248614,SPECIES,Russulales,Russulaceae,Lactarius
Lactarius_uvidus,5248638,SPECIES,Russulales,Russulaceae,Lactarius
Lactarius_gerardii,7240220,SPECIES,Russulales,Russulaceae,Lactarius
Leucocybe_candicans,7530876,SPECIES,Agaricales,Tricholomataceae,Leucocybe
Hygrocybe_parvula,7574021,SPECIES,Agaricales,Hygrophoraceae,Hygrocybe
Cortinarius_malachius,9174695,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Cerioporus_leptocephalus,9284704,SPECIES,Polyporales,Polyporaceae,Cerioporus
Neoantrodia_serialis,9690034,SPECIES,Polyporales,Fomitopsidaceae,Neoantrodia
Inosperma_calamistratum,10726407,SPECIES,Agaricales,Inocybaceae,Inosperma
Calcipostia_guttulata,10881544,SPECIES,Polyporales,,Calcipostia
Thaxterogaster_multiformis,11946866,SPECIES,Agaricales,Cortinariaceae,Thaxterogaster
Pseudospongipellis_delectans,12186480,SPECIES,Polyporales,Cerrenaceae,Pseudospongipellis
Rigidonotus_glomeratus,12188906,SPECIES,Hymenochaetales,Hymenochaetaceae,Rigidonotus
Hydnoporia_olivacea,2519857,SPECIES,Hymenochaetales,Hymenochaetaceae,Hydnoporia
Phellinus_lundellii,2520667,SPECIES,Hymenochaetales,Hymenochaetaceae,Phellinus
Mycena_acicula,2526861,SPECIES,Agaricales,Mycenaceae,Mycena
Cortinarius_raphanoides,2528674,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Cortinarius_biformis,2528973,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Coprinellus_verrucispermus,2534635,SPECIES,Agaricales,Psathyrellaceae,Coprinellus
Mycetinis_scorodonius,2537418,SPECIES,Agaricales,Omphalotaceae,Mycetinis
Baeospora_myosura,2537958,SPECIES,Agaricales,Marasmiaceae,Baeospora
Cuphophyllus_lacmus,2538616,SPECIES,Agaricales,Hygrophoraceae,Cuphophyllus
Hygrophorus_olivaceoalbus,2538784,SPECIES,Agaricales,Hygrophoraceae,Hygrophorus
Entoloma_rhodopolium,2539657,SPECIES,Agaricales,Entolomataceae,Entoloma
Phlebia_coccineofulva,2544957,SPECIES,Polyporales,Meruliaceae,Phlebia
Russula_xerampelina,2551356,SPECIES,Russulales,Russulaceae,Russula
Russula_aquosa,2551527,SPECIES,Russulales,Russulaceae,Russula
Simocybe_centunculus,3329934,SPECIES,Agaricales,Crepidotaceae,Simocybe
Hygrocybe_acutoconica,3345237,SPECIES,Agaricales,Hygrophoraceae,Hygrocybe
Entoloma_subsinuatum,3346821,SPECIES,Agaricales,Entolomataceae,Entoloma
Cortinarius_corrugatus,3347484,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Leccinum_insolens,3354293,SPECIES,Boletales,Boletaceae,Leccinum
Leccinum_snellii,3354329,SPECIES,Boletales,Boletaceae,Leccinum
Suillus_acidus,5239928,SPECIES,Boletales,Suillaceae,Suillus
Tubaria_confragosa,5240918,SPECIES,Agaricales,Tubariaceae,Tubaria
Crepidotus_cinnabarinus,5240959,SPECIES,Agaricales,Crepidotaceae,Crepidotus
Pluteus_plautus,5241290,SPECIES,Agaricales,Pluteaceae,Pluteus
Tricholoma_columbetta,5241760,SPECIES,Agaricales,Tricholomataceae,Tricholoma
Tricholoma_argyraceum,5241825,SPECIES,Agaricales,Tricholomataceae,Tricholoma
Cyathus_stercoreus,5243140,SPECIES,Agaricales,Agaricaceae,Cyathus
Lactarius_repraesentaneus,5248687,SPECIES,Russulales,Russulaceae,Lactarius
Sistotrema_confluens,5249693,SPECIES,Cantharellales,Hydnaceae,Sistotrema
Cortinarius_sanguineus,7729510,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Tricholoma_acerbum,8038039,SPECIES,Agaricales,Tricholomataceae,Tricholoma
Protostropharia_semiglobata,8259749,SPECIES,Agaricales,Strophariaceae,Protostropharia
Cortinarius_brunneus,9033083,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Entoloma_formosum,9121349,SPECIES,Agaricales,Entolomataceae,Entoloma
Lactarius_vietus,9171835,SPECIES,Russulales,Russulaceae,Lactarius
Russula_adusta,9223923,SPECIES,Russulales,Russulaceae,Russula
Picipes_melanopus,9251438,SPECIES,Polyporales,Polyporaceae,Picipes
Cortinarius_tinctorum,9676042,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Rhodofomes_cajanderi,9739681,SPECIES,Polyporales,Fomitopsidaceae,Rhodofomes
Cortinarius_bolaris,12087710,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Poriella_subacida,12211741,SPECIES,Polyporales,Polyporaceae,Poriella
Cystoagaricus_subamarus,12234574,SPECIES,Agaricales,Psathyrellaceae,Cystoagaricus
Phellodon_tomentosus,2522171,SPECIES,Thelephorales,Thelephoraceae,Phellodon
Hydnellum_aurantiacum,2522291,SPECIES,Thelephorales,Bankeraceae,Hydnellum
Hydnellum_scrobiculatum,2522326,SPECIES,Thelephorales,Bankeraceae,Hydnellum
Hohenbuehelia_angustata,2526362,SPECIES,Agaricales,Pleurotaceae,Hohenbuehelia
Plicatura_nivea,2526716,SPECIES,Agaricales,,Plicatura
Cortinarius_claricolor,2528781,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Cortinarius_anomalus,2529421,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Gymnopilus_sapineus,2533669,SPECIES,Agaricales,Hymenogastraceae,Gymnopilus
Crinipellis_scabella,2538113,SPECIES,Agaricales,Marasmiaceae,Crinipellis
Hygrophorus_camarophyllus,2538720,SPECIES,Agaricales,Hygrophoraceae,Hygrophorus
Hygrophorus_chrysodon,2538788,SPECIES,Agaricales,Hygrophoraceae,Hygrophorus
Dichomitus_squalens,2547329,SPECIES,Polyporales,Polyporaceae,Dichomitus
Russula_risigallina,2551392,SPECIES,Russulales,Russulaceae,Russula
Stereum_sanguinolentum,2553068,SPECIES,Russulales,Stereaceae,Stereum
Marasmius_siccus,3322936,SPECIES,Agaricales,Marasmiaceae,Marasmius
Hygrophorus_ponderatus,3344945,SPECIES,Agaricales,Hygrophoraceae,Hygrophorus
Entoloma_luteum,3346996,SPECIES,Agaricales,Entolomataceae,Entoloma
Sarcodon_imbricatus,5238865,SPECIES,Thelephorales,Bankeraceae,Sarcodon
Mutinus_elegans,5239471,SPECIES,Phallales,Phallaceae,Mutinus
Suillus_tomentosus,5239919,SPECIES,Boletales,Suillaceae,Suillus
Lepista_irina,5242058,SPECIES,Agaricales,Tricholomataceae,Lepista
Melanoleuca_brevipes,5242168,SPECIES,Agaricales,Tricholomataceae,Melanoleuca
Lycoperdon_curtisii,5243276,SPECIES,Agaricales,Lycoperdaceae,Lycoperdon
Mycena_subcaerulea,5448795,SPECIES,Agaricales,Mycenaceae,Mycena
Tricholoma_odorum,5450672,SPECIES,Agaricales,Tricholomataceae,Tricholoma
Lactarius_griseus,5462897,SPECIES,Russulales,Russulaceae,Lactarius
Boletinus_spectabilis,6124419,SPECIES,Boletales,Suillaceae,Boletinus
Cortinarius_glandicolor,7244568,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Panus_neostrigosus,7648570,SPECIES,Polyporales,Panaceae,Panus
Loweomyces_fractipes,8350706,SPECIES,Polyporales,Steccherinaceae,Loweomyces
Daedalea_quercina,8879395,SPECIES,Polyporales,Fomitopsidaceae,Daedalea
Lactarius_subdulcis,9186214,SPECIES,Russulales,Russulaceae,Lactarius
Zhuliangomyces_illinitus,10691289,SPECIES,Agaricales,Amanitaceae,Zhuliangomyces
Cortinarius_decipiens,12164577,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Phellinus_prunicola,2520368,SPECIES,Hymenochaetales,Hymenochaetaceae,Phellinus
Inocutis_rheades,2520997,SPECIES,Hymenochaetales,Hymenochaetaceae,Inocutis
Clavariadelphus_truncatus,2521401,SPECIES,Gomphales,Clavariadelphaceae,Clavariadelphus
Polyozellus_multiplex,2522991,SPECIES,Thelephorales,Thelephoraceae,Polyozellus
Chroogomphus_rutilus,2524996,SPECIES,Boletales,Gomphidiaceae,Chroogomphus
Xeromphalina_tenuipes,2527269,SPECIES,Agaricales,Mycenaceae,Xeromphalina
Cortinarius_camphoratus,2529076,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Cortinarius_obtusus,2529130,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Pholiota_lignicola,2533974,SPECIES,Agaricales,Strophariaceae,Pholiota
Pholiota_populnea,2534161,SPECIES,Agaricales,Strophariaceae,Pholiota
Cystodermella_cinnabarina,2535150,SPECIES,Agaricales,Agaricaceae,Cystodermella
Rhizomarasmius_pyrrhocephalus,2537095,SPECIES,Agaricales,Physalacriaceae,Rhizomarasmius
Hygrophorus_agathosmus,2538727,SPECIES,Agaricales,Hygrophoraceae,Hygrophorus
Hygrophorus_russula,2538807,SPECIES,Agaricales,Hygrophoraceae,Hygrophorus
Entoloma_serrulatum,2539489,SPECIES,Agaricales,Entolomataceae,Entoloma
Stereum_subtomentosum,2553113,SPECIES,Russulales,Stereaceae,Stereum
Exidia_repanda,2553591,SPECIES,Auriculariales,Auriculariaceae,Exidia
Hydnum_umbilicatum,2554706,SPECIES,Cantharellales,Hydnaceae,Hydnum
Fuscoboletinus_weaverae,3300409,SPECIES,Boletales,Suillaceae,Fuscoboletinus
Hygrophorus_ligatus,3344548,SPECIES,Agaricales,Hygrophoraceae,Hygrophorus
Hygrocybe_squamulosa,3345111,SPECIES,Agaricales,Hygrophoraceae,Hygrocybe
Entoloma_bicolor,3346583,SPECIES,Agaricales,Entolomataceae,Entoloma
Cortinarius_impolitus,3349978,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Russula_compacta,3359287,SPECIES,Russulales,Russulaceae,Russula
Russula_peckii,3360638,SPECIES,Russulales,Russulaceae,Russula
Kuehneromyces_marginellus,3566992,SPECIES,Agaricales,Strophariaceae,Kuehneromyces
Suillus_brevipes,5239894,SPECIES,Boletales,Suillaceae,Suillus
Pluteus_petasatus,5241275,SPECIES,Agaricales,Pluteaceae,Pluteus
Tricholoma_fulvum,5241793,SPECIES,Agaricales,Tricholomataceae,Tricholoma
Trichaptum_fuscoviolaceum,5247213,SPECIES,Hymenochaetales,,Trichaptum
Lactarius_trivialis,5248801,SPECIES,Russulales,Russulaceae,Lactarius
Amphinema_byssoides,5249374,SPECIES,Atheliales,Atheliaceae,Amphinema
Chlorophyllum_rhacodes,5955395,SPECIES,Agaricales,Agaricaceae,Chlorophyllum
Lactarius_psammicola,7240180,SPECIES,Russulales,Russulaceae,Lactarius
Amanita_flavorubens,7242044,SPECIES,Agaricales,Amanitaceae,Amanita
Mycena_niveipes,7243534,SPECIES,Agaricales,Mycenaceae,Mycena
Leucocybe_connata,8189348,SPECIES,Agaricales,Tricholomataceae,Leucocybe
Cyclocybe_erebia,8191641,SPECIES,Agaricales,Tubariaceae,Cyclocybe
Porodaedalea_pini,9035469,SPECIES,Hymenochaetales,Hymenochaetaceae,Porodaedalea
Lactarius_pyrogalus,9125990,SPECIES,Russulales,Russulaceae,Lactarius
Picipes_tubaeformis,9519869,SPECIES,Polyporales,Polyporaceae,Picipes
Niveoporofomes_spraguei,9713907,SPECIES,Polyporales,Fomitopsidaceae,Niveoporofomes
Polyozellus_atrolazulinus,10898016,SPECIES,Thelephorales,Thelephoraceae,Polyozellus
Phlegmacium_argutum,11948117,SPECIES,Agaricales,Cortinariaceae,Phlegmacium
Calonarius_olearioides,12059501,SPECIES,Agaricales,Cortinariaceae,Calonarius
Thaxterogaster_scaurus,12082203,SPECIES,Agaricales,Cortinariaceae,Thaxterogaster
Hyphodontia_pallidula,2518963,SPECIES,Hymenochaetales,Hyphodontiaceae,Hyphodontia
Thelephora_caryophyllea,2522918,SPECIES,Thelephorales,Thelephoraceae,Thelephora
Rhizopogon_roseolus,2524228,SPECIES,Boletales,Rhizopogonaceae,Rhizopogon
Xanthoconium_separans,2524722,SPECIES,Boletales,Boletaceae,Xanthoconium
Resupinatus_applicatus,2532215,SPECIES,Agaricales,Pleurotaceae,Resupinatus
Galerina_paludosa,2533888,SPECIES,Agaricales,Hymenogastraceae,Galerina
Cyptotrama_asprata,2536991,SPECIES,Agaricales,Physalacriaceae,Cyptotrama
Russula_claroflava,2551299,SPECIES,Russulales,Russulaceae,Russula
Leptosporomyces_galzinii,2554229,SPECIES,Atheliales,Atheliaceae,Leptosporomyces
Geastrum_triplex,9326332,SPECIES,Geastrales,Geastraceae,Geastrum
Crinipellis_setipes,3321384,SPECIES,Agaricales,Marasmiaceae,Crinipellis
Cortinarius_suberi,3350812,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Boletopsis_grisea,5238904,SPECIES,Thelephorales,Bankeraceae,Boletopsis
Suillus_neoalbidipes,5239899,SPECIES,Boletales,Suillaceae,Suillus
Tricholoma_aurantium,5241790,SPECIES,Agaricales,Tricholomataceae,Tricholoma
Coprinopsis_cothurnata,5242771,SPECIES,Agaricales,Psathyrellaceae,Coprinopsis
Lactarius_pubescens,5248664,SPECIES,Russulales,Russulaceae,Lactarius
Lactarius_glyciosmus,5248706,SPECIES,Russulales,Russulaceae,Lactarius
Gloeophyllum_trabeum,5249188,SPECIES,Gloeophyllales,Gloeophyllaceae,Gloeophyllum
Gymnopus_subsulphureus,5449433,SPECIES,Agaricales,Omphalotaceae,Gymnopus
Pluteus_tomentosulus,5450033,SPECIES,Agaricales,Pluteaceae,Pluteus
Lactarius_cinereus,7240224,SPECIES,Russulales,Russulaceae,Lactarius
Suillus_serotinus,7676649,SPECIES,Boletales,Suillaceae,Suillus
Cortinarius_cinnamomeus,8028942,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Sphagnurus_paluster,8085341,SPECIES,Agaricales,Lyophyllaceae,Sphagnurus
Pseudotricholoma_umbrosum,8128938,SPECIES,Agaricales,Tricholomataceae,Pseudotricholoma
Phellinus_cinereus,8231263,SPECIES,Hymenochaetales,Hymenochaetaceae,Phellinus
Pholiota_lenta,9091857,SPECIES,Agaricales,Strophariaceae,Pholiota
Bolbitius_titubans,9127230,SPECIES,Agaricales,Bolbitiaceae,Bolbitius
Hydnellum_scabrosum,9854176,SPECIES,Thelephorales,Bankeraceae,Hydnellum
Phellodon_violascens,10797381,SPECIES,Thelephorales,Thelephoraceae,Phellodon
Cystinarius_crassus,11976833,SPECIES,Agaricales,Cortinariaceae,Cystinarius
Cortinarius_stillatitius,2528976,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Cortinarius_quarciticus,2529239,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Cortinarius_mucosus,2529494,SPECIES,Agaricales,Cortinariaceae,Cortinarius
Clitocybe_truncicola,2531253,SPECIES,Agaricales,Tricholomataceae,Clitocybe
Agrocybe_molesta,2533127,SPECIES,Agaricales,Strophariaceae,Agrocybe
Cystodermella_granulosa,2535164,SPECIES,Agaricales,Agaricaceae,Cystodermella
Calvatia_cyathiformis,2536054,SPECIES,Agaricales,Lycoperdaceae,Calvatia
Cuphophyllus_canescens,2538663,SPECIES,Agaricales,Hygrophoraceae,Cuphophyllus
Entoloma_vernum,2539539,SPECIES,Agaricales,Entolomataceae,Entoloma
Trametopsis_cervina,2546002,SPECIES,Polyporales,Irpicaceae,Trametopsis
Trametes_trogii,2546282,SPECIES,Polyporales,Polyporaceae,Trametes
Cystostereum_murrayi,2550260,SPECIES,Agaricales,Cystostereaceae,Cystostereum
Russula_fragrantissima,2551289,SPECIES,Russulales,Russulaceae,Russula
Russula_albonigra,2551443,SPECIES,Russulales,Russulaceae,Russula
Geastrum_saccatum,2554333,SPECIES,Geastrales,Geastraceae,Geastrum
Stropharia_hardii,3303733,SPECIES,Agaricales,Strophariaceae,Stropharia
Panaeolus_papilionaceus,3317061,SPECIES,Agaricales,Bolbitiaceae,Panaeolus
Inocybe_tahquamenonensis,3331569,SPECIES,Agaricales,Inocybaceae,Inocybe
Inocybe_albodisca,3331739,SPECIES,Agaricales,Inocybaceae,Inocybe
Leucoagaricus_rubrotinctus,3333538,SPECIES,Agaricales,Agaricaceae,Leucoagaricus
Tylopilus_exiguus,3354613,SPECIES,Boletales,Boletaceae,Tylopilus
Mycena_meliigena,4911823,SPECIES,Agaricales,Mycenaceae,Mycena
Ramaria_flava,5238654,SPECIES,Gomphales,Gomphaceae,Ramaria
Pluteus_admirabilis,5241371,SPECIES,Agaricales,Pluteaceae,Pluteus
